ID,SQ,SG,sex,group,BM,BH,SH,CA,dAPHV,APHV,0-10m,10-30m,0-30m,30-60m,0-60m,FOST,TH,CMJ,DJ,12MR,FJT,SUs,SUb
142,LK,0,f,J,64.2,172,91.5,16.27,3.68,12.59,1.83,2.72,4.55,4.04,8.6,11.7,8.22,33.4,1.39,2600,14.55,5,
142,LK,0,f,J,55.4,171,91,14.64,2.69,11.95,1.77,2.64,4.41,3.78,8.19,11.95,8.82,44,1.73,2650,14.65,5,
143,NK1,3,f,J,44.1,162,81,13.66,1.25,12.41,1.91,2.56,4.47,3.74,8.21,8.5,7.46,35.7,1.31,,13.23,,
144,LK,0,m,J,63.1,177,89,14.89,1.09,13.8,,,,,,12.8,9.24,46.5,1.42,,15.22,7,
144,LK,0,m,J,65.4,180,92,15.18,1.64,13.53,1.68,2.34,4.08,3.32,7.41,14.97,10.06,55.4,1.83,2925,17.32,13,
144,LK,0,m,J,64.7,180,92,16.81,2.48,14.33,1.59,2.32,3.91,3.32,7.23,13.28,10.24,54.9,1.95,2775,17.37,12,
148,LK,0,m,J,90,192,95,15.66,2.54,13.12,,,,,,16.87,9.82,52,1.2,2340,16.67,9,
148,LK,0,m,J,100.6,195.5,99,17.58,4.27,13.31,,,,,,19.7,11.21,61.4,1.93,,19.56,,9
150,NK2,0,f,J,49.4,160.5,80,14.68,1.74,12.94,1.8,2.69,4.5,3.92,8.42,11.05,9.04,46.8,1.5,2500,15.5,12,
150,NK2,0,f,J,47.8,160,80,13.72,1.21,12.51,1.76,2.59,4.35,3.73,8.08,9.75,9.54,47.6,1.86,2780,15.16,15,
151,LK,0,m,J,77.7,195,98,15.52,2.73,12.8,1.64,2.34,3.98,3.29,7.31,15.94,10.35,61.6,2.14,2600,18.38,8,
151,LK,0,m,J,81,195,100,16.48,3.58,12.9,1.61,2.26,3.87,3.25,7.13,15.25,10.77,61.1,2.06,2415,18.96,25,1
152,LK,0,f,J,53.4,172,88,16.9,3.81,13.08,1.8,2.62,4.42,3.92,8.34,11.22,8.5,38.2,1.52,,15.45,1,
152,LK,0,f,J,53.9,172,88,17.85,4.34,13.51,1.77,2.64,4.43,3.83,8.29,12.7,9.2,39.1,1.69,,15.56,,
155,NK2,0,m,J,68.2,199.5,97.1,15.83,2.64,13.19,1.44,2.5,4.47,3.62,8.14,13.65,10.06,47.3,1.79,2800,17.68,14,
155,NK2,0,m,J,61,192,93,14.7,1.43,13.27,2.1,2.62,4.72,3.78,8.5,,10.07,41.4,1.61,3000,16.25,8,
156,NK1,3,m,J,67.3,187,97,15.25,2.35,12.91,1.77,2.46,4.23,3.55,7.78,13.15,7.95,47.3,2.11,3160,18.05,,25
156,NK1,3,m,J,62,180,93,14.19,1.21,12.97,1.88,2.74,4.63,3.86,8.53,11.03,9.75,47.4,1.64,2890,16.4,20,
157,LK,0,f,J,54.5,165,87,14.6,2.25,12.35,1.91,2.57,4.48,3.63,8.11,10.73,8.58,39.7,1.42,2370,13.8,8,
166,NK2,0,m,J,66.2,182,95.5,14.18,1.56,12.61,1.81,2.37,4.19,3.32,7.52,13.74,9.43,46.2,1.69,3050,15.95,5,
170,LK,1,m,J,68,174,90,17.52,2.64,14.88,1.6,2.25,3.85,3.07,6.92,14.34,10.88,56.8,2.12,2950,18.5,,10.5
170,LK,1,m,J,68.3,175,94,18.52,3.79,14.73,1.51,2.25,3.76,3.05,6.81,14.07,11.1,57,1.98,2900,17.9,12,
172,NK2,0,m,J,78.2,198,95,15.69,2.39,13.3,,,,,,,,67.7,2.45,,,,
172,NK2,0,m,J,85.8,198,102,16.69,4.03,12.66,1.58,2.35,3.93,3.27,7.2,16.3,11.5,63.2,2.24,2750,,8,
174,LK,1,f,J,57.8,168,88,18.68,4.62,14.07,1.9,2.62,4.54,3.77,8.31,13.19,9.05,39.8,2.27,2110,16.68,25,
174,LK,1,f,J,66.7,168,91,17.61,4.22,13.39,1.76,2.62,4.38,3.77,8.15,15,10.2,42.2,2.56,,15.65,21,
175,LK,1,f,J,65.2,169,87,18.15,4.29,13.86,1.85,2.5,4.38,3.61,7.99,14.45,9.82,44,1.49,2150,17.24,28,
175,LK,1,f,J,60.6,169,89,17.08,3.85,13.22,1.69,2.53,4.22,3.47,7.69,12.89,10.4,46.2,1.65,2580,16.75,17,
176,LK,0,f,J,53.1,163,88,16.95,3.49,13.46,1.8,2.38,4.19,4.13,8.75,9.86,7.3,35,1.33,2605,14.36,25,9
176,LK,0,f,J,48,164,89,17.91,4.11,13.8,1.89,2.77,4.67,4.01,8.68,9.58,8.32,40.5,1.83,2830,14.3,25,
177,LK,1,f,J,59,178,90,17.74,4.64,13.1,1.82,2.66,4.49,3.85,8.36,12.99,8.61,45.5,1.42,2330,15.881,,13.5
177,LK,1,f,J,59.9,177,95,18.73,5.48,13.25,1.83,2.54,4.37,3.58,7.95,13.97,10.43,48.2,1.57,2850,16.9,23,
179,NK1,3,f,J,41.7,158.6,85,15.52,2.32,13.2,,,,,,9.18,6.46,42,,,13.85,27,
179,NK1,3,f,J,33.1,157,84,16.5,2.69,13.8,1.75,2.67,4.43,3.83,8.26,10.26,9.09,41.2,1.91,2500,15.1,6,20
181,LK,0,f,J,47.75,169,85,14.98,2.45,12.54,1.71,2.57,4.28,3.74,8.02,10.5,7.81,39.7,1.5,2425,14.23,,7.5
181,LK,0,f,J,52.3,171,94,15.98,3.6,12.38,1.76,2.63,4.39,3.79,8.18,11.18,8.55,38.2,1.63,2410,,9,
182,NK2,0,f,J,56.4,175.7,92,15.64,3.48,12.16,1.68,2.53,4.21,3.59,7.8,11.65,8.92,45.3,1.61,2400,16.1,5,
182,NK2,0,f,J,60,176,91,18.65,5.13,13.52,1.8,2.47,4.33,3.44,7.79,13,9.75,44.1,1.45,2375,17.92,14,
182,NK2,0,f,J,58.6,177,94,16.62,4.21,12.41,1.75,2.43,4.19,3.39,7.58,13.19,10.2,48.8,1.35,2410,16.65,15,
184,LK,1,f,J,55,174,90,16.24,3.64,12.6,1.71,2.6,4.31,3.65,7.96,11.46,8,36.1,1.69,2290,14.8,,
184,LK,1,f,J,58.1,175,95,17.24,4.55,12.69,1.71,2.59,4.3,3.68,7.98,11.71,9.25,40.2,1.95,2235,14.9,3,
188,NK1,3,f,J,54.25,169,90,14.95,2.73,12.22,1.94,2.59,4.55,3.67,8.22,11.34,8.2,40,1.56,2130,14.86,,2.5
188,NK1,3,f,J,58.3,170,92,15.95,3.45,12.5,1.83,2.54,4.37,3.6,7.97,11.71,9.13,41.1,1.95,,15.05,11,
190,LK,1,m,J,70.2,186,95,16.41,2.74,13.67,1.74,2.3,4.05,3.2,7.25,15.03,10.27,56.2,2.12,,17.2,,5
190,LK,1,m,J,70.3,185,98,17.41,3.74,13.67,1.71,2.32,4.06,3.24,7.3,13.58,11.5,64.1,1.82,2250,18,9,
191,LK,0,f,J,58.6,169,90.5,17.13,3.97,13.16,1.78,2.49,4.31,3.54,7.85,11.25,8,48.5,1.77,2075,15.44,17,
192,LK,1,f,J,66.6,170,88,18.1,4.36,13.74,1.76,2.61,4.4,3.83,8.23,13.32,9.05,45.5,1.71,1600,16.03,17,
192,LK,1,f,J,62.2,169,89,17.03,3.83,13.2,1.73,2.63,4.36,3.76,8.12,13.67,10.03,45.6,1.63,2650,15.2,13,
193,LK,0,f,J,54.5,175,90,14.06,2.44,11.62,1.85,2.68,4.53,3.81,8.35,10.68,8.74,45.8,1.54,2550,15.7,8,
193,LK,0,f,J,63,179,97,16.11,4.16,11.95,2,2.75,4.75,3.92,8.68,12.24,8.76,42.8,1.38,2430,15.7,8,
193,LK,0,f,J,58.6,178,94.5,15.15,3.43,11.72,1.82,2.64,4.51,3.78,8.31,11.94,9.16,45.6,1.56,2450,15.57,15,
193,LK,0,f,J,60.1,179,95,15.46,3.67,11.78,1.93,2.68,4.63,3.81,8.48,11.66,9.27,43.1,1.37,2500,15.98,20,
194,NK1,3,f,J,61,177,92,16.41,3.97,12.44,,,,,,13.9,8.99,47.6,1.74,,15.7,8,
194,NK1,3,f,J,59.2,177,93,15.45,3.49,11.97,1.67,2.45,4.12,3.37,7.49,13.53,9.2,46.4,1.78,2200,15.2,5,
197,LK,0,m,J,49.5,166,82,14.2,-0.27,14.47,1.77,2.56,4.36,3.63,7.99,10.36,9.18,45.8,2.02,2600,16.56,9,
197,LK,0,m,J,61.2,176,88,15.29,1.13,14.16,1.84,2.43,4.27,3.49,7.76,12.22,9.44,43.3,1.82,2280,16.87,7,
199,LK,0,f,J,62.2,175,88,14.28,2.51,11.77,1.83,2.6,4.43,3.6,8.03,10.76,7.54,35.9,1.25,2790,13.86,2,
200,NK1,3,f,J,55.8,169,86,14.74,2.41,12.32,1.74,2.66,4.4,3.73,8.13,12.34,8.67,42.8,1.14,2500,15.37,2,
200,NK1,3,f,J,60.3,173,89.5,15.82,3.36,12.47,1.69,2.54,4.23,3.62,7.87,12.99,9.19,48.3,1.57,2500,15.62,10,
200,NK1,3,f,J,60.1,174,89,16.13,3.53,12.6,1.82,2.57,4.41,3.65,8.06,13.43,9.35,47.9,1.74,2450,16.32,13,
201,LK,0,f,J,68.1,178,91,16,3.73,12.27,1.86,2.67,4.56,3.9,8.47,11.93,7.51,33,0.9,2200,14.58,12,
201,LK,0,f,J,66,178,93,16.96,4.37,12.58,1.87,2.67,4.54,3.85,8.42,12.7,8.05,40.2,1.39,2020,12.7,6,
202,LK,0,f,J,56,166,90,14.34,2.31,12.03,,,,,,10.61,7.25,36.5,1.21,2500,13.12,6,
203,LK,0,m,J,54.3,179,97,15.05,2.1,12.95,1.71,2.66,4.37,3.86,8.32,10.28,9.97,44,1.94,2780,16.2,13,
203,LK,0,m,J,64.8,185,100,16.12,3.22,12.9,1.72,2.52,4.24,3.59,7.84,13.4,10.34,49.4,1.99,2200,18.42,13,
203,LK,0,m,J,69,187,102,17.08,4.12,12.97,1.8,2.52,4.32,3.5,7.82,12.85,11.11,53.4,2.4,3050,19,20,
204,LK,0,m,J,51.6,179,87,14.33,0.39,13.93,1.73,2.65,4.38,3.66,8.04,10.54,8.82,44.7,1.16,3160,16.17,1,
204,LK,0,m,J,60.5,187,91.5,15.42,1.6,13.81,1.79,2.56,4.41,3.59,8.01,12.32,9.82,44.9,1.35,2525,17.45,5,
204,LK,0,m,J,62.5,189,94,15.72,2.12,13.6,1.82,2.51,4.34,3.51,7.85,11.92,10.7,47.1,1.66,2825,18.43,10,
204,LK,0,m,J,65,192,93,16.38,2.33,14.05,1.81,2.42,4.23,3.43,7.66,13.7,11.3,55,2.06,2375,20.03,7,
205,NK2,0,m,J,53,175,88,14.18,0.48,13.69,1.68,2.36,4.04,3.33,7.37,10.05,9.95,52.4,1.75,2930,17.8,7,
205,NK2,0,m,J,61.3,181,93,15.27,1.77,13.5,1.73,2.27,4,3.21,7.25,13.17,10.2,58.4,1.91,1900,18.15,16,
205,NK2,0,m,J,63,182,95,16.22,2.57,13.65,1.7,2.34,4.04,3.26,7.3,13.75,11.05,64.4,2.23,,18.7,17,
206,LK,0,f,J,55.5,174,91.5,16.43,3.84,12.59,1.82,2.63,4.45,3.77,8.23,11.59,8.41,44.7,2.12,,14.7,26,
206,LK,0,f,J,53.1,174,93,15.35,3.3,12.06,1.69,2.63,4.34,3.77,8.13,11.08,9.65,45.8,2.03,1800,15.6,30,
208,NK2,0,m,J,68.4,177,92,16.52,2.4,14.12,1.72,2.31,4.04,3.24,7.28,14.77,10.71,58.2,2.15,1900,18.2,24,
208,NK2,0,m,J,72,178,94,17.48,3.24,14.24,1.7,2.29,3.99,3.22,7.22,14.55,10.89,59.6,2.49,2100,19.92,,13
208,NK2,0,m,J,62.3,176.2,91.3,15.54,1.72,13.82,1.63,2.339,3.99,3.33,7.32,13.73,11.11,54.2,2.06,2200,17.99,13,
209,LK,0,f,J,54.4,168,88,14.23,2.2,12.03,1.73,2.77,4.52,3.93,8.45,11.9,7.25,44.1,1.81,2740,13.97,13,
210,NK2,0,f,J,51.4,171,84,13.55,1.7,11.85,1.85,2.66,4.51,3.73,8.24,9.21,7.05,36,1.1,2180,13.9,13,
210,NK2,0,f,J,58,176,92,15.6,3.47,12.13,1.92,2.63,4.55,3.64,8.19,11.88,8.6,37.1,2.09,2010,15.12,15,
211,LK,0,f,J,54.2,176,86,13.98,2.23,11.76,1.96,2.86,4.82,4.09,8.91,9.98,6.59,32.5,0.96,2300,13.09,2,
211,LK,0,f,J,59.7,181,94,15.38,3.65,11.73,1.91,2.75,4.66,4.03,8.69,11.22,7.04,36.3,1.13,2380,13.84,11,
211,LK,0,f,J,57.9,180,93,15.07,3.38,11.7,1.9,2.86,4.76,4.09,8.85,11.28,7.07,29.8,0.91,2300,13.95,10,
211,LK,0,f,J,64,182,95,16.03,4.12,11.91,2.09,2.81,4.9,4.01,8.91,11.15,7.65,36.1,1.05,2270,14.6,6,
212,LK,0,m,J,80,194,103,17.8,4.78,13.01,1.67,2.32,3.99,3.13,7.12,15.3,10.14,50.2,1.75,2600,18.1,17,
213,LK,0,m,J,58.4,168,88,13.91,0.45,13.46,1.7,2.46,4.16,3.51,7.68,11.66,7.16,45,1.09,3070,13.54,13,
214,NK1,3,m,J,54.3,173,85,13.34,-0.26,13.6,1.72,2.57,4.35,3.67,8.02,10.24,8.88,40.7,1.52,2580,14.34,7,
214,NK1,3,m,J,70.4,183,95,14.74,1.86,12.88,1.68,2.35,4.04,3.27,7.34,14.12,10,51.8,1.85,2420,17.58,10,
214,NK1,3,m,J,72,184,95,15.39,2.22,13.17,1.67,2.27,3.95,3.12,7.07,14.76,10.96,58.2,2.35,2650,18.33,9,
215,LK,0,f,J,57.2,171,89,15.4,3.01,12.39,1.86,2.83,4.69,3.98,8.67,11.1,6.96,31.6,1.35,2300,13.8,9,
215,LK,0,f,J,62,171,91,16.36,3.66,12.7,1.98,2.72,4.72,3.95,8.68,11.15,7.92,36.7,1.52,1960,13.8,8,
217,LK,0,f,J,49.4,169,87,14.38,2.23,12.15,1.81,2.65,4.49,3.83,8.32,10.68,7.73,40.5,1.24,2500,13.49,10,
217,LK,0,f,J,53,170,89,15.47,3,12.47,1.82,2.59,4.46,3.69,8.15,11.34,8.68,40.7,1.45,,15.07,3,
219,LK,0,f,J,49.2,165,87,14.16,1.97,12.19,1.83,2.71,4.54,3.93,8.48,9.08,7.55,32.8,1.06,2760,13.37,14,
220,LK,0,m,J,52.6,175,86,13.78,0.04,13.74,1.65,2.45,4.1,3.45,7.56,11.27,8.52,42,1.43,2680,15.02,8,
220,LK,0,m,J,61.6,181,92,14.87,1.43,13.44,1.76,2.43,4.19,3.35,7.54,13.25,9.42,47.9,1.5,2400,16.87,10,
221,LK,0,m,J,65.5,174,92,14.69,1.42,13.27,1.65,2.44,4.09,3.39,7.48,10.82,9.14,53.7,2.16,2750,15.47,12,
224,NK1,3,m,J,77.55,179.7,94.8,15.67,2.44,13.23,,,4.18,3.21,7.39,16.22,,50.1,2.05,,,,21
224,NK1,3,m,J,73.9,179.6,93.7,16.01,2.42,13.58,,,4.08,3.26,7.34,14.28,,53.9,1.99,,,,27
225,LK,1,m,J,69,193,101,15.59,3.08,12.52,1.67,2.4,4.07,3.31,7.38,14.25,8,46.4,1.69,,17.56,,
225,LK,1,m,J,75.8,197,102,16.59,3.86,12.73,1.57,2.36,3.94,3.25,7.19,14.6,9.98,51.3,1.9,3150,17.8,,7
227,NK2,0,f,J,55,177,93,13.38,2.27,11.11,1.82,2.61,4.43,3.8,8.23,10.29,6.41,35.6,1.58,,14.64,,
227,NK2,0,f,J,59.4,181,94.3,15.51,3.74,11.77,1.86,2.61,4.49,3.72,8.21,13.06,7.85,36.3,1.88,,14.8,,7
227,NK2,0,f,J,57,180,93,14.38,2.97,11.41,1.88,2.7,4.66,3.93,8.6,8.55,8.47,33.2,1.53,2360,14.2,,3
228,NK1,3,f,J,55,176,88,14.66,2.72,11.94,1.66,2.54,4.24,3.74,7.98,12.32,7.06,41.3,1.75,,15.81,,
228,NK1,3,f,J,59.3,179.5,89,15.72,3.5,12.21,1.66,2.54,4.21,3.64,7.87,14.19,9.55,45.6,2.06,2480,17.77,11,
229,LK,0,f,J,59,178,94,14.56,3.06,11.5,1.76,2.67,4.43,3.9,8.33,10.53,6.39,36.2,1.33,,13.6,,
229,LK,0,f,J,63.4,179,94,15.56,3.68,11.88,1.75,2.73,4.48,3.99,8.47,12.05,8.4,36.6,1.72,2060,14.5,,
230,NK1,3,m,J,60,177,89,14.13,0.67,13.46,1.57,2.33,3.9,3.28,7.18,13.03,7.15,52.9,2.19,,15.75,,
230,NK1,3,m,J,63.6,178.2,91.4,15.19,1.56,13.63,1.44,2.04,3.65,3.13,6.78,13.49,10.33,57.5,1.94,2850,16.87,9,
232,LK,0,f,J,57.9,169,90,14.03,2.25,11.78,1.74,2.53,4.27,3.7,7.97,10.43,9.08,41.3,2.17,2400,15.86,,13
232,LK,0,f,J,62.2,172,93,15.03,3.08,11.95,1.74,2.54,4.28,3.69,7.97,12.44,9.56,45.9,2.63,,14.65,,15.5
234,LK,0,f,J,53.6,180,93,14.41,2.97,11.44,1.86,2.69,4.55,3.91,8.46,8.28,7.94,40.2,1.79,,13.9,,1
234,LK,0,f,J,61,182,95,15.46,3.79,11.67,1.82,2.74,4.57,3.91,8.48,10.24,8.28,37.2,1.62,2350,13.56,,2
235,LK,0,m,J,54,176,91,14.09,0.82,13.27,1.72,2.53,4.25,3.57,7.82,11.05,8.18,41.8,1.73,2720,15.48,,20
235,LK,0,m,J,59.7,182,94,15.09,1.78,13.3,1.56,2.26,3.86,3.14,7,14.43,9.75,51.6,1.79,2720,17.35,,23
236,NK1,3,m,J,68.8,181,96,14.2,1.67,12.52,1.59,2.35,3.95,3.21,7.16,13.29,10.37,47.4,1.83,3000,16.28,,13
239,LK,0,f,J,64.9,177,88,14.36,2.64,11.73,1.83,2.77,4.6,4.03,8.64,10.57,7.65,34.8,1.97,2580,13.31,,1
239,LK,0,f,J,69.5,177.5,91,15.42,3.4,12.02,1.86,2.74,4.61,3.97,8.58,10.14,8.23,32.8,1.61,2300,14.26,,2
241,LK,0,m,J,50.9,172,91,14.54,1.03,13.51,1.67,2.54,4.21,3.6,7.84,8.83,9.16,43,1.42,2690,14.98,,6
241,LK,0,m,J,55,176.5,94,15.6,2.02,13.58,1.64,2.38,4.02,3.39,7.41,10.81,9.72,47.1,2.57,2740,16.13,,11
245,LK,0,f,J,50.6,166,87,13.58,1.7,11.88,1.83,2.8,4.64,4.05,8.7,9.28,6.62,32.6,1.62,2390,13.1,,10
245,LK,0,f,J,58,168.5,88,14.63,2.46,12.17,1.85,2.71,4.59,4,8.59,9.55,8.23,33.2,1.54,2310,13.08,,12
248,NK2,0,m,J,57.5,170.5,86.5,14.11,0.34,13.77,1.58,2.32,3.9,3.21,7.12,10.61,10.91,55,2.64,2780,17.78,7,
248,NK2,0,m,J,63.5,174,89.5,15.07,1.26,13.8,1.6,2.31,3.91,3.3,7.22,13.48,11.11,64.3,3.04,2700,18.47,11,9
249,NK2,0,m,J,50.9,184,91,13.58,0.51,13.07,1.67,2.49,4.16,3.61,7.77,10.3,8.82,50.5,1.37,2530,16.13,,
249,NK2,0,m,J,62,192,98,14.64,2.06,12.58,1.63,2.39,4.02,3.47,7.49,12.95,9.19,52.6,1.79,2300,16.35,,1
249,NK2,0,m,J,66.5,195,105,15.59,3.59,12.01,1.56,2.29,3.85,3.27,7.12,15.62,9.71,59.2,1.95,2370,18.15,5,5
255,LK,0,m,J,57.2,175.5,90,14.13,0.76,13.37,1.75,2.54,4.3,3.6,7.91,11.17,9.11,44,1.64,2670,15.38,17,1
255,LK,0,m,J,62.8,181,92,15.13,1.58,13.55,1.73,2.33,4.06,3.29,7.35,11.9,9.38,43,1.03,2550,15.95,25,
257,NK2,0,m,J,52.1,172,87,13.53,0.04,13.49,1.85,2.76,4.61,4.02,8.63,10.64,8.36,37.2,1.13,2430,14.38,22,10
257,NK2,0,m,J,59,181,92,14.53,1.22,13.31,1.8,2.57,4.39,3.71,8.1,12.04,9.4,39,0.84,2600,16.4,22,
259,LK,0,m,J,59.8,171.5,87.5,15.08,0.97,14.11,1.68,2.52,4.2,3.5,7.7,12.33,9.54,46,1.78,3080,16.79,7,16
259,LK,0,m,J,68.6,176,89.5,16.07,1.82,14.25,1.69,2.39,4.08,3.35,7.43,14.1,10.35,51.5,1.89,3000,17.96,,20
260,NK1,3,f,J,53.1,168,85.5,14.47,2.19,12.28,1.8,2.53,4.37,3.67,8.04,12.47,8.43,44.1,1.89,2500,14.83,20,12
260,NK1,3,f,J,57,170,89,15.46,3.01,12.45,1.76,2.57,4.33,3.63,7.96,13.03,8.45,45.2,1.97,2410,15.2,22,
260,NK1,3,f,J,54.4,168.5,85,14.83,2.39,12.44,1.78,2.48,4.26,3.54,7.8,12.78,8.51,47.3,1.94,2630,15.13,22,
262,NK2,0,m,J,63.9,172,90,14.66,1.13,13.52,1.75,2.31,4.06,3.21,7.27,12.73,9.19,54.7,1.91,2660,16.93,15,
263,NK2,0,m,J,70.5,186,90,14.87,1.26,13.62,1.67,2.45,4.12,3.43,7.55,12.34,10.29,56.2,2,2550,17.58,15,
263,NK2,0,m,J,74.7,182,91,16.48,2.28,14.21,1.79,2.36,4.15,3.31,7.47,14.26,11,62,2.58,,19.98,17,16
264,NK2,0,f,J,58.6,167.3,87.4,15.6,2.91,12.69,1.873,2.491,4.36,3.631,7.995,11.18,,43.5,2.49,,15.35,,
264,NK2,0,f,J,56.4,166,88,14.9,2.51,12.39,1.86,2.54,4.4,3.6,8,11.69,9.11,47.6,1.82,2450,15.44,10,
265,NK2,0,m,J,54.5,168,90,14.54,0.96,13.57,1.67,2.3,3.98,3.09,7.08,13.42,10.65,63.7,2.21,2780,17.71,18,
265,NK2,0,m,J,58.4,169,89,15.21,1.23,13.98,1.62,2.33,3.97,3.18,7.15,14,10.78,63.2,2.69,2800,18.8,21,10
266,LK,0,f,J,61,172,91,15.09,3,12.09,2,2.62,4.67,3.61,8.28,13,7.18,38,2.2,2070,13.8,11,
277,LK,0,f,J,68.6,168,88,17.38,3.91,13.47,2.11,2.67,4.8,4.25,9.05,11.05,7.64,38.6,1.38,2410,13.25,15,12
277,LK,0,f,J,61.4,168,88,16.48,3.44,13.04,1.88,2.71,4.6,3.98,8.58,10.64,8.04,42.4,1.47,2420,13.42,15,15
278,LK,0,f,J,53,163,81.5,15.36,2.28,13.08,,,4.91,3.51,8.42,10.6,7.1,,2.6,2350,14,,
278,LK,0,f,J,54,165,83,15.72,2.62,13.1,1.75,2.48,4.23,3.65,7.88,11,9.05,44.3,2.06,,14.7,10,
279,NK2,0,f,J,64.8,173.8,90.5,16.26,3.68,12.57,1.745,2.46,4.205,3.446,7.651,11.78,,38.7,2.42,,16.84,,
279,NK2,0,f,J,58.5,171,88.4,15.09,2.82,12.27,1.81,2.58,4.39,3.69,8.08,11.5,8.53,37.61,2.33,2600,14.78,,
287,LK,0,f,J,58.6,167.7,86.3,14.69,2.38,12.31,1.97,2.63,4.62,3.71,8.33,12.01,8.9,41.4,1.8,2510,14.92,,
287,LK,0,f,J,66.2,172.2,89.8,15.76,3.33,12.44,1.82,2.54,4.36,3.68,8.04,12.2,9.3,43.8,,2450,16.1,2,
288,LK,0,f,J,49.9,167.8,86.6,14.08,2,12.07,1.88,2.61,4.49,3.72,8.25,10.05,7.84,38.3,,2510,13.4,,
288,LK,0,f,J,52.9,171.7,88.5,15.15,2.85,12.3,1.79,2.55,4.32,3.66,8,10.1,7.98,40.2,,2550,14.75,2,
289,NK1,3,f,J,57,163.8,86.9,15.65,2.78,12.87,1.85,2.35,4.21,3.34,7.55,11.75,8.73,48.2,2.26,,15.84,7,
291,NK1,3,f,J,54.9,171.8,91.4,15.46,3.19,12.26,1.94,2.57,4.51,3.66,8.19,11.82,,39.1,1.74,,15.3,4,
292,NK1,3,m,J,69.85,189,99.2,15.68,2.91,12.77,,,4,3.14,7.14,17.08,,54.4,3.04,,,,17
292,NK1,3,m,J,70.9,189.5,98.2,16.02,2.97,13.05,,,3.93,3.18,7.11,,,58.5,2.56,,,,23
294,NK2,0,m,J,68.9,175.6,90.8,16.83,2.4,14.43,1.611,2.227,3.838,3.055,6.893,15.02,,60.9,2.66,,19,,
294,NK2,0,m,J,60.8,174,90,14.81,1.16,13.65,1.63,2.35,3.98,3.24,7.22,12.96,9.98,52.1,1.92,2970,17.3,15,
300,LK,0,m,J,62.9,185,91,14.54,1.13,13.4,1.75,2.36,4.11,3.36,7.47,13.96,10.56,52.8,1.85,3048,16.84,,
300,LK,0,m,J,69.9,186,94,15.48,2.1,13.38,1.59,2.19,3.84,3.13,6.99,16.44,11.23,61.1,2.24,3010,18.9,20,
301,LK,0,f,J,58.4,174,88.5,14.87,2.8,12.06,1.83,2.69,4.52,3.92,8.44,10.33,7.73,39.7,1.24,2290,,,
301,LK,0,f,J,60,176,92,15.81,3.59,12.21,1.74,2.55,4.3,3.59,7.89,11.2,8.18,37.6,1.58,2400,14.7,,
303,NK2,0,f,J,51.6,166,85,14.23,1.96,12.27,1.79,2.58,4.37,3.72,8.09,12.76,9.04,43.5,1.63,2490,15.43,,
303,NK2,0,f,J,50.2,168,86,15.17,2.58,12.59,1.75,2.48,4.24,3.5,7.74,12.4,9.18,49,1.85,2680,16.45,2,
304,NK2,2,m,J,78.6,191.1,100.7,15.82,3.29,12.53,,,4.02,3.27,7.29,15.71,,59,2.03,,,,15
304,NK2,2,m,J,78.9,193,102.1,16.71,4,12.71,1.61,2.28,3.89,3.13,7.03,16.19,8.61,,2.28,,17.94,,13
305,NK1,3,m,J,75.3,188,97.3,16.07,2.93,13.14,1.6,2.42,4.02,3.36,7.38,14.74,8.44,,1.9,,18.12,,2
305,NK1,3,m,J,81,193,99,17.1,3.79,13.31,1.81,2.4,4.21,3.36,7.59,14.55,10.65,58.4,1.92,2890,18.82,8,
307,NK2,2,m,J,57.7,175.8,93.3,15.86,2.1,13.76,,,4.11,3.27,7.38,14.46,,51.5,2.43,,,,25
307,NK2,2,m,J,56.2,176,92.5,16.2,2.15,14.05,,,4.07,3.21,7.28,14.32,,51.6,2.02,,,,29
309,PK,4,f,J,64,166.5,87.4,16.73,3.49,13.24,1.74,2.47,4.21,3.49,7.72,11.25,7.06,,1.93,,15.54,,10
309,PK,4,f,J,64.7,168,89,17.76,4.18,13.59,1.71,2.38,4.09,3.37,7.46,14.58,10.2,49.9,1.82,2250,16.7,19,15
311,LK,1,f,J,54.4,169,87.9,16.13,3.27,12.86,1.83,2.43,4.3,3.44,7.77,11.47,7.05,,2.02,,14.47,,5
311,LK,1,f,J,60.8,170,88,17.17,3.88,13.29,1.79,2.5,4.3,3.57,7.88,12.37,9.28,42.8,1.85,2380,15.35,11,4
312,LK,1,m,J,59.5,170,88.6,15.71,1.44,14.27,1.75,2.32,4.07,3.18,7.25,14.4,7.81,,2.25,,17.88,,15
312,LK,1,m,J,63.6,171,91,16.74,2.36,14.39,1.62,2.2,3.83,3.11,6.94,14.77,10.79,61.6,2.28,2950,18.2,13,6
315,NK1,3,m,J,69.3,192.3,100.3,15.34,2.85,12.5,,,4.19,3.39,7.58,12.4,,52,1.95,,,,1
315,NK1,3,m,J,73.4,193,101,16.23,3.5,12.73,1.64,2.29,3.97,3.27,7.24,13.73,7.75,,2.14,,17.4,,6
316,LK,1,f,J,57.2,160,84.5,16.13,2.77,13.37,1.7,2.42,4.12,3.42,7.54,11.3,6.61,,1.98,,14.74,,3
316,LK,1,f,J,56.7,160,85,17.17,3.32,13.85,1.81,2.52,4.35,3.62,7.97,11.11,8.88,39.8,1.64,,15,3,1
